,gas_charge_C,gas_charge_H_max,Reactant_SMILES,Atom_nº,bde_avg,Reactive Atom,DOI
943,-0.02717,0.03162,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,10,0.2653364,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
944,-0.04548,0.02731,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,11,0.0411597,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
945,-0.03039,0.03122,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,12,0.0940611,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
946,-0.01274,0.03553,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,13,0.227364,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
947,-0.04513,0.02732,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,14,0.0541888,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
948,-0.04004,0.02769,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,15,0.0683373,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
949,-0.05238,0.02406,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,17,-0.0236108,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
950,0.00697,0.03469,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,20,0.1808135,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
951,-0.04226,0.02743,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,21,0.0711388,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
952,-0.02522,0.0316,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,22,0.0341434,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
953,0.03439,0.03487,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,0,0.0156213,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
954,-0.01888,0.06623,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,5,-0.3177702,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
955,-0.05477,0.06272,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,6,-0.2761528,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
956,-0.01568,0.06652,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,9,-0.3042023,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
957,-0.02717,0.03162,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,10,0.2653364,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
958,-0.04549,0.02731,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,11,0.0437636,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
959,-0.03069,0.03121,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,12,0.0998444,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
960,-0.01276,0.03553,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,13,0.2300469,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
961,-0.04542,0.02731,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,14,0.0590371,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
962,-0.04345,0.02738,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,15,0.0504535,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
963,-0.05581,0.02375,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,17,-0.0175732,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
964,0.10738,0.07497,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,18,0.0421581,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
965,0.03396,0.03485,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,21,0.0157838,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
966,-0.01491,0.03048,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,23,0.023229,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
967,-0.04596,0.02711,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,24,0.075126,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
968,-0.0289,0.03128,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,25,0.0754592,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
969,-0.06277,0.02331,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0,-0.0549403,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
970,-0.04713,0.0297,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,0.069784,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
971,-0.05096,0.02692,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,3,0.0229184,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
972,-0.0528,0.02667,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4,0.061036,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
973,-0.05042,0.02694,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,5,0.0417618,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
974,-0.0409,0.03029,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,6,0.1160211,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
975,-0.06222,0.02333,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7,-0.0317011,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
976,-0.03315,0.03111,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,8,0.1572165,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
977,-0.04937,0.02698,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,9,0.0666513,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
978,-0.04934,0.02698,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,10,0.0669492,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
979,-0.03229,0.03115,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,11,0.0951442,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
980,-0.03091,0.03121,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,12,0.0826934,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
981,-0.03133,0.03128,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,13,0.3462828,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
982,-0.08383,0.05759,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,14,-0.206968,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
983,-0.05362,0.02402,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,17,-0.0341579,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
984,0.06283,0.06095,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,19,0.1317795,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
985,-0.02532,0.02936,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,21,0.0184137,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
986,-0.04132,0.02765,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,22,0.0663644,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
987,-0.05557,0.02394,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,24,-0.0370745,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
988,-0.02881,0.03147,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,25,0.0844102,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
989,-0.04879,0.027,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,26,0.0329053,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
990,-0.047,0.02724,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,27,0.058923,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
991,-0.05909,0.02362,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,29,-0.0180829,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
992,0.03396,0.03485,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,0,0.0158347,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
993,0.11057,0.0753,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,4,0.0642684,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
994,-0.01406,0.03051,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,5,-0.0095641,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
995,-0.04025,0.02769,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,6,0.0527954,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
996,-0.05557,0.02394,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,8,-0.0196582,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
997,-0.08379,0.05759,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,10,-0.1771624,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
998,-0.03133,0.03128,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,11,0.3485587,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
999,-0.03091,0.03121,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,12,0.0063272,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1000,-0.03229,0.03115,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,13,0.062327,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1001,-0.04934,0.02698,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,14,0.0509465,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1002,-0.04937,0.02698,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,15,0.076299,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1003,-0.03315,0.03111,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,16,0.1313109,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1004,-0.0409,0.03029,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,17,0.123488,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1005,-0.06222,0.02333,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,18,-0.0119191,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1006,-0.05042,0.02694,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,19,0.0514941,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1007,-0.0528,0.02667,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,20,0.0584796,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1008,-0.05096,0.02692,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,21,0.0233529,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1009,-0.04713,0.0297,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,22,0.0698709,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1010,-0.06277,0.02331,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,23,-0.0549403,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1011,-0.05909,0.02362,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,26,0.0065823,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1012,-0.047,0.02724,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,27,0.0785597,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1013,-0.04879,0.027,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,28,0.0324833,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1014,-0.02881,0.03147,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,29,0.0434555,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1015,-0.05255,0.02406,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,31,-0.0331431,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1016,-0.03923,0.02566,CC(C)O,0,-0.0751411,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1017,0.04835,0.05945,CC(C)O,1,0.1231354,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1018,-0.02741,0.02909,C1CCOC1,0,0.0405415,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1019,0.04664,0.05666,C1CCOC1,2,0.1286413,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1020,-0.0653,0.02304,CCCCO,0,-0.0469572,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1021,-0.05399,0.02646,CCCCO,1,0.0513411,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1022,-0.03014,0.02899,CCCCO,2,0.0129013,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1023,0.04304,0.05636,CCCCO,3,0.1072635,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1024,-0.0364,0.02577,C[C@H](O)[C@H](C)O,0,-0.0663326,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1025,0.07678,0.06248,C[C@H](O)[C@H](C)O,1,0.1286313,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1026,-0.0499,0.02696,C1C[C@H]2C[C@@H]12,0,-0.0024984,0,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1027,-0.03829,0.03056,C1C[C@H]2C[C@@H]12,2,-0.22929,0,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1028,-0.04706,0.02724,C1C[C@H]2C[C@@H]12,3,-0.1666428,0,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1029,-0.06256,0.02331,CC(C)CC[NH3+],0,-0.0553627,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1030,-0.04179,0.02992,CC(C)CC[NH3+],1,0.0746851,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1031,-0.00136,0.03271,CC(C)CC[NH3+],3,0.0124608,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1032,0.07418,0.0922,CC(C)CC[NH3+],4,0.1627851,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1033,-0.03885,0.02567,C[C@@H](O)C[C@H]1CO1,0,-0.069379,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1034,0.05373,0.05984,C[C@@H](O)C[C@H]1CO1,1,0.1354666,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1035,0.00149,0.03205,C[C@@H](O)C[C@H]1CO1,3,0.0226576,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1036,0.0834,0.06289,C[C@@H](O)C[C@H]1CO1,4,-0.0746684,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1037,0.07343,0.05944,C[C@@H](O)C[C@H]1CO1,5,-0.1092103,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1038,-0.06251,0.02332,CC(C)C1CC1,0,-0.0566625,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1039,-0.04429,0.02999,CC(C)C1CC1,1,0.0708466,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1040,-0.03909,0.03053,CC(C)C1CC1,3,-0.1502532,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1041,-0.04993,0.02696,CC(C)C1CC1,4,-0.2007103,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1042,0.05398,0.06003,OC1CCCCC1,1,0.1784236,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1043,-0.02701,0.0293,OC1CCCCC1,2,0.0140747,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1044,-0.05085,0.02675,OC1CCCCC1,3,0.0145893,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1045,-0.05312,0.02666,OC1CCCCC1,4,0.0111051,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1046,-0.06031,0.0234,CC1CCCOC1,0,-0.0525573,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1047,-0.0206,0.03235,CC1CCCOC1,1,0.0336342,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1048,-0.04632,0.0271,CC1CCCOC1,2,-0.0005587,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1049,-0.02927,0.02902,CC1CCCOC1,3,-0.0094028,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1050,0.04658,0.05665,CC1CCCOC1,4,0.0647549,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1051,0.04911,0.05694,CC1CCCOC1,6,0.066588,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1052,0.07987,0.06279,O[C@@H]1CCCC[C@H]1O,1,0.1068575,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1053,-0.02445,0.0294,O[C@@H]1CCCC[C@H]1O,2,-0.0163786,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1054,-0.05065,0.02675,O[C@@H]1CCCC[C@H]1O,3,0.0079605,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1055,0.05418,0.06004,OC1CCC(O)CC1,1,0.1225245,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1056,-0.02455,0.02939,OC1CCC(O)CC1,2,-0.0080863,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1057,-0.06207,0.02333,CC1CC[NH2+]CC1,0,-0.0532447,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1058,-0.0336,0.03042,CC1CC[NH2+]CC1,1,0.0709949,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1059,-0.0008,0.03272,CC1CC[NH2+]CC1,2,-0.0053983,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1060,0.07575,0.09228,CC1CC[NH2+]CC1,3,0.1497183,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1061,0.0266,0.03444,C/C(=C/CC(C)O)[N+](=O)[O-],0,0.1906779,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1062,-0.00881,0.0645,C/C(=C/CC(C)O)[N+](=O)[O-],2,-0.2305351,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1063,-0.00245,0.03387,C/C(=C/CC(C)O)[N+](=O)[O-],3,0.3415682,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
